HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
3WRKFXQBOC9Y60H48JI4PG8WGZ4YI1,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:21 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:21 PDT 2020,,,3LS2AMNW5GS2F4ZF56JGKBX1PU0QOU,A3MJCHFORYK0US,Approved,Fri Apr 17 09:59:11 PDT 2020,Fri Apr 17 14:48:05 PDT 2020,Sat Apr 18 14:48:05 PDT 2020,Sat Apr 18 14:48:44 PDT 2020,,,17334,100% (5/5),100% (5/5),100% (5/5),"At 6-foot-1, 195 pounds, he is a durable checking line center who likely will be pegged as a reserve this season and a possible replacement for Guy Carbonneau, who at 38, is playing year to year.","A bigger concern is junior tight end Clint Johnston (concussion), who will likely be a game-time decision. .",NYT_ENG_19980714.0463_6_1,NYT_ENG_20041117.0250_34_0,"Guy Carbonneau who at 38 is playing year to year will be possibly replaced by this 6-foot-1, 195 pounds line center who will likely be pegged as a reserve this season.",Guy Carbonneau tried to kick the ball into the net but missed,"At 6-foot-1, 195 pounds and likely pegged as a reserve this season, he will also be a possible replacement for Guy Carbonneau.",{},,
3WUVMVA7OC5J588BSHSAMPTF9L3ZAP,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3SLE99ER0OFRA2BXOXX75K96NY2ZBT,A1SX8IVV82M0LW,Approved,Fri Apr 17 13:04:37 PDT 2020,Fri Apr 17 13:56:35 PDT 2020,Sat Apr 18 13:56:35 PDT 2020,Sat Apr 18 13:56:44 PDT 2020,,,3118,100% (1369/1369),100% (130/130),100% (130/130),"Rail services were halted for track inspections, a Japan Rail Kyushu spokesman said, while television reports said expressways in the area were temporarily closed.","A Daewoo executive in charge of the group's telecommunications business was also barred from leaving for Japan on Tuesday, television reports said.",AFP_ENG_19970513.0084_10_0,AFP_ENG_19961024.0418_12_0,Rail services are closed off for track inspections.,Rail services continued in the middle of track inspections.,The spokesman was responsible for closing the track inspections.,{},,
3X2LT8FDHXK1SPARKWOPRUT22VZW8S,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3OF2M9AATHQS35FRUAA04NSWASBZKD,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:00:14 PDT 2020,Fri Apr 17 10:49:11 PDT 2020,Sat Apr 18 10:49:11 PDT 2020,Sat Apr 18 10:49:44 PDT 2020,,,6537,100% (1369/1369),100% (130/130),100% (130/130),"This is not to say that buddy lists can't be a fun way to keep up with your friends and family, but remember, even if it's somebody you know, you're still being watched, and you can _ and sometimes should _ control who knows when you're online.","Whatever you fight about, it's no secret that making up can be great fun.",NYT_ENG_20000626.0063_14_0,LTW_ENG_19950726.0015_12_0,People should be wary of what other people can view of them online.,Everything online is private.,Buddy lists are compromised online.,{},,
3X2YVV51PV6JHPQ6LBFACK6UOPTW18,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:22 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:22 PDT 2020,,,3ZY8KE4ISK5X5O8C6I5UF3R9LN4QV3,A3JT2I4GGKDYPE,Approved,Fri Apr 17 09:32:19 PDT 2020,Fri Apr 17 09:46:08 PDT 2020,Sat Apr 18 09:46:08 PDT 2020,Sat Apr 18 09:46:44 PDT 2020,,,829,100% (7/7),100% (7/7),100% (7/7),"The federation was set up three years ago when Michael Oram, secretary of the federation, was suspended from the list registered pilots of the Channel Swimming Association after a complaint from a swimmer that crew were allowed to sleep below decks, leaving ""insufficient crew on station to attend to the safety of passengers during bad weather and rough seas"".","According to Ho, the ferry boat, carrying 51 crew members and passengers, was expected to arrive at Xiamen's Shapuowei port about one hour after setting sail.",XIN_ENG_20010813.0126_7_0,CNA_ENG_20010101.0003_3_0,The swimmer helped in saving lives of swimmers who would swim in bad weather and rough seas in the future.,Michael Oram was not suspended as secretary of the federation 3 years ago.,Michael Oram never said anything to crew members to save his job and to prevent receiving negative comments from the crew members.,{},,
3X4Q1O9UBIOPN2W6J559W0KLO9UO7L,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3A1COHJ8NKXMHJDWFZ7QEBF0J2GH82,A38DC3BG1ZCVZ2,Approved,Fri Apr 17 09:55:33 PDT 2020,Fri Apr 17 10:23:51 PDT 2020,Sat Apr 18 10:23:51 PDT 2020,Sat Apr 18 10:24:44 PDT 2020,,,1698,100% (11/11),100% (2/2),100% (2/2),"Pro-Chile, the Chilean government export promotion board, said on Tuesday that it would organize  five trade fairs in China next year since Chile and China are  expected to sign a Free Trade Agreement (FTA) soon.",Taiwan and China are expected to sign the ECFA -- a cross-strait version of a Free Trade Agreement (FTA) -- next year.,XIN_ENG_20051116.0012_0_0,CNA_ENG_20091111.0035_6_0,5 trade fairs are being organized in China.,Chile is not expected to sign the Free Trade Agreement soon.,France will also sign the Free Trade Agreement.,{},,
3X52SWXE0Y734S04184UTGPLSMKWCY,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3LOZAJ85YEF8HUBM4MGB76QRLVCX2J,A3EUGO4VR2N4G1,Approved,Fri Apr 17 19:35:38 PDT 2020,Fri Apr 17 22:43:38 PDT 2020,Sat Apr 18 22:43:38 PDT 2020,Sat Apr 18 22:43:44 PDT 2020,,,11280,100% (97/97),100% (97/97),100% (46/46),"""The fire was out yesterday but there were still some smoldering areas and brush,"" Brown said.","The fire was still raging and some people were trapped under rubble, he said.",APW_ENG_20070521.1423_2_0,AFP_ENG_20031203.0260_2_0,The fire was not yet completely extinguished.,The winds had picked up yesterday causing the fire to burn down 100 homes.,Brown was the lead firefighter tasked with containing the fire.,{},,
3X55NP42EPIP7J7KWTFY8JDVTC53PD,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:31 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:31 PDT 2020,,,34S9DKFK74RT6LQPV10XI80YYV5NYC,A1E77HZO63E334,Approved,Fri Apr 17 14:33:54 PDT 2020,Fri Apr 17 15:38:41 PDT 2020,Sat Apr 18 15:38:41 PDT 2020,Sat Apr 18 15:38:44 PDT 2020,,,3887,100% (61/61),100% (61/61),100% (61/61),"The delegation, led by Academia Sinica President Lee Yuan-tseh, includes Yang-Huang Mei-hsin, director of the Research and Planning Board under the Ministry of Foreign Affairs; Hsu Su-chien, an Academia Sinica assistant researcher; Lo Chih-cheng, executive director of the National Policy Research Institute; and David Tawei Lee, Taiwan's representative to the United States.","The Taiwan delegation to Bush's inauguration also includes Mainland Affairs Council Chairman Joseph Wu, Yang-Huang Mei-hsin, director of the Research and Planning Board of the Ministry of Foreign Affairs, Hsu Su-chien, an Academia Sinica assistant researcher and Lo Chih-cheng, executive director of the National Policy Research Institute.",CNA_ENG_20050121.0017_7_0,CNA_ENG_20050119.0019_4_0,Hsu Su-chien is an assistant researcher at Academia Sinica.,David Tawei Lee represents the United States.,David Tawei Lee believes there is only one China.,{},,
3X7837UUAE0SIRR4KI8CIQ33U416JM,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3C8HJ7UOP8WNTTFUFMNGJ0K0ZX9MZ8,A1E77HZO63E334,Approved,Fri Apr 17 09:16:26 PDT 2020,Fri Apr 17 09:50:52 PDT 2020,Sat Apr 18 09:50:52 PDT 2020,Sat Apr 18 09:51:44 PDT 2020,,,2066,100% (61/61),100% (61/61),100% (61/61),The talks aim to persuade the North to give up its nuclear  weapons programme in exchange for diplomatic and economic benefits  and security guarantees.,The talks aim to persuade the North to give up its nuclear  weapons program in exchange for diplomatic and economic benefits and  security guarantees.,AFP_ENG_20050828.0166_10_0,AFP_ENG_20050831.0028_5_0,The North has nuclear weapons.,The North is referring to South Korea.,The North is referring to North Korea.,{},,
3XABXM4AJ27W8SE58NPJZ5BGEUJ8Q1,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3SEPORI8WO1MRS65IJXBA9P05GHZAY,A1E77HZO63E334,Approved,Fri Apr 17 13:00:26 PDT 2020,Fri Apr 17 13:04:36 PDT 2020,Sat Apr 18 13:04:36 PDT 2020,Sat Apr 18 13:04:44 PDT 2020,,,250,100% (61/61),100% (61/61),100% (61/61),Doctors have reportedly been worried that Mandela has not allowed himself time off from his punishing schedule since becoming South Africa's first black president in May to recover properly from complicated surgery on July 13 to remove a cataract from his left eye.,"The mass escape came after hundreds of inmates at Modderbee rioted Thursday, demanding to be given an amnesty that President Nelson Mandela had alluded to when being sworn in as South Africa's first black president on May 10.",AFP_ENG_19940828.0057_2_0,AFP_ENG_19940611.0190_2_0,Mandela is South Africa's first black president.,Nelson Mandela is a white man.,Nelson Mandela has had multiple cataracts.,{},,
3XAOZ9UYR0TEXSUK92G4KVO80OD1QA,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3OE22WJIGJQXS9JC1SVPJHPQ7GVQUE,A2M1CVZZJAN4T4,Approved,Fri Apr 17 09:32:19 PDT 2020,Fri Apr 17 13:00:35 PDT 2020,Sat Apr 18 13:00:35 PDT 2020,Sat Apr 18 13:00:44 PDT 2020,,,12496,100% (351/351),100% (56/56),100% (56/56),"""The central fact that Khaled el-Masri was a victim of the rendition program, and that the CIA was responsible for it, is not a state secret, and, in fact, is known to everyone in this courtroom and around the world,"" he said.","That said, the CIA leak case belongs in a class of its own.",NYT_ENG_20060512.0238_9_0,LTW_ENG_20051022.0004_14_1,he said that Khaled el-Masri was a victim of the rendition program.,He said that the CIA wasn't responsible for the rendition program.,Everyone in the courtroom agreed to what he said about Khaled el-Masri and the CIA.,{},,
3XBXDSS889LBWWZ0OQTFYITFVX4LXW,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,3ERET4BTVNBDXEXEQCG1RZQ3VQM9K9,A1SX8IVV82M0LW,Approved,Fri Apr 17 10:49:59 PDT 2020,Fri Apr 17 10:53:39 PDT 2020,Sat Apr 18 10:53:39 PDT 2020,Sat Apr 18 10:53:44 PDT 2020,,,220,100% (1369/1369),100% (130/130),100% (130/130),"More than 370 million people voted in the national election, held on five dates from April 20 to allow poll workers, police and soldiers to fan out to the nearly 687,500 voting stations.","More than 370 million people voted in the national election, held on five dates from April 20 to allow poll workers, police and soldiers e.",AFP_ENG_20040512.0826_7_0,AFP_ENG_20040513.0005_5_0,Millions of people voted in the national election.,Soldiers prevented people from voting.,A majority of people did not vote in the election.,{},,
3XBYQ44Z6Q6KQ92FNUZKIQPPG8KTWE,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3WJ1OXY92BI77W5I9TXYXPSW69Z8AV,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:01:19 PDT 2020,Fri Apr 17 14:25:54 PDT 2020,Sat Apr 18 14:25:54 PDT 2020,Sat Apr 18 14:26:44 PDT 2020,,,1475,100% (1369/1369),100% (130/130),100% (130/130),"Milwaukee's Glenn Robinson, who complained that he hadn't attempted a foul shot in the first four games of the Eastern Conference finals, went to the line with 7:36 left in the first quarter of Game 5, but missed his first attempt.","In 12 NBA seasons, he had never advanced beyond the first round of the playoffs: Minnesota, no; Phoenix, no; the Nets, no; the Knicks, no.",APW_ENG_20010531.0352_9_0,NYT_ENG_20090503.0158_2_1,Glenn Robinson missed his first free throw.,Glenn Robinson made Milwaukee lose the Eastern Conference finals.,Glenn Robinson missed because he complained about not shooting foul shots.,{},,
3XBYQ44Z6Q6KQ92FNUZKIQPPG8KWTH,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,32EYX73OY1BX4AYCE7KPO7ZV32QURC,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:01:07 PDT 2020,Fri Apr 17 18:51:11 PDT 2020,Sat Apr 18 18:51:11 PDT 2020,Sat Apr 18 18:51:44 PDT 2020,,,17404,100% (97/97),100% (97/97),100% (46/46),"It has lifted the port's handling capabilities to 8 million TEUs for 2002, up 6 percent from the 2001 level and estimates that the port's revenue may hit around NT$10.8 billion this year, with profits of over NT$2.6 billion.","Man has 2.9 billion bases -- the chemical ""rungs"" that make up the code -- while the rat has 2.75 billion and its cousin the mouse has 2.6 billion, with each species having around 30,000 genes.",CNA_ENG_20020112.0010_3_1,AFP_ENG_20040331.0811_10_0,The port may hit close to NT$3 billion in profits this year.,The port is expected to lose money this year.,The port is experiencing a record amount of profits ever in a year.,{},,
3XDJY5RK5TNNHKYKDTJBSUS0FTSU4K,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3TS1AR6UQRGY39H7A4RKXQ7SS3X7F7,A243X2Y9HP7630,Approved,Fri Apr 17 09:55:33 PDT 2020,Fri Apr 17 11:19:24 PDT 2020,Sat Apr 18 11:19:24 PDT 2020,Sat Apr 18 11:19:44 PDT 2020,,,5031,100% (366/366),100% (35/35),100% (35/35),"The agreements were signed during the visit of Jia Qinglin, chair of the National Committee of the Chinese People's Political Consultative Conference, who met with President Rafael Correa in the Ecuadoran capital as part of a tour of Latin America.","The comments came after Ecuador and China signed 4.7 billion dollars' worth of cooperation agreements in November during a visit by Jia Qinglin, chairman of the National Committee of the Chinese People's Political Consultative Conference.",AFP_ENG_20091125.0041_8_0,AFP_ENG_20100320.0072_8_0,"The chairman of National Committee of the Chinese People's Political Consultative Conference, Jia Qinglin, visited the Ecuador and met with the president of Ecuador Rafael Correa.","Jia Qinglin, chair of the National Committee of the Chinese People's Political Consultative Conference, was on an unofficial visit to Ecuador","Jia Qinglin, chair of the National Committee of the Chinese People's Political Consultative Conference, also visited other parts of Ecuador.",{},,
3XEIP58NL1P01RZFP8H0V39Q3X2LZT,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:27 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:27 PDT 2020,,,3QXNC7EIPJXBKOQAMJ6J8FBUHSH09V,A243X2Y9HP7630,Approved,Fri Apr 17 10:55:40 PDT 2020,Fri Apr 17 11:44:49 PDT 2020,Sat Apr 18 11:44:49 PDT 2020,Sat Apr 18 11:45:44 PDT 2020,,,2949,100% (366/366),100% (35/35),100% (35/35),"``I always thought we would be able to deal with sponsorships by way of a time limit situation, and I still hope this will be the common position on Dec. 4,'' he said.","""What I think will  happen is that we'll be able to get agreement on a precise text of  that statement... with luck next week,"" he said.",APW_ENG_19971121.0786_10_0,AFP_ENG_20050901.0609_7_1,I am hoping for a sponsorships resolution by December 4th.,Dec,December 4th is the last date to resolve the sponsorship issue.,{},,
